#  ID                log(P)        A0(V)       R21(V)     R31(V)    A0(I)      R21(I)     R31(I)     PC1(V)     PC2(V)     PC1(I)     PC2(I)
OGLE-LMC-CEP-2156    0.6476152     15.790      0.417      0.180     14.997      0.416      0.172      0.076      0.028     -0.106     -0.028
OGLE-LMC-CEP-2157    0.7273072     15.402      0.357      0.083     14.659      0.332      0.085      0.061      0.107     -0.036     -0.104
OGLE-LMC-CEP-2159    0.6444101     15.778      0.446      0.221     14.998      0.446      0.209      0.080      0.014     -0.155     -0.036
OGLE-LMC-CEP-2160    0.5059389     16.126      0.467      0.235     15.369      0.444      0.239      0.039     -0.029     -0.039      0.062
OGLE-LMC-CEP-2162    0.4041882     18.709      0.333      0.085     17.180      0.331      0.137     -0.100      0.014      0.097     -0.018
OGLE-LMC-CEP-2164    0.4930964     15.837      0.388      0.181     15.208      0.386      0.190     -0.002     -0.043     -0.011     -0.004
OGLE-LMC-CEP-2165    0.3933925     16.460      0.360      0.144     15.723      0.364      0.143     -0.161     -0.078      0.074     -0.027
OGLE-LMC-CEP-2168    1.2039016     14.643      0.252      0.150     13.578      0.229      0.134      0.218      0.073     -0.337     -0.079
OGLE-LMC-CEP-2170    0.7987546     15.149      0.418      0.144     14.370      0.412      0.139      0.182      0.082     -0.212     -0.080
OGLE-LMC-CEP-2171    0.6731288     15.419      0.432      0.206     14.668      0.419      0.203      0.050     -0.040     -0.069      0.015
OGLE-LMC-CEP-2174    0.9192425     14.610      0.358      0.216     13.843      0.305      0.212      0.230      0.100     -0.134     -0.034
OGLE-LMC-CEP-2176    1.3626690     13.902      0.355      0.211     12.791      0.296      0.191     -0.120      0.037     -0.148     -0.232
OGLE-LMC-CEP-2177    0.5690130     15.848      0.440      0.212     15.115      0.431      0.226      0.059     -0.047     -0.045      0.042
OGLE-LMC-CEP-2178    0.4329671     16.062      0.455      0.260     15.374      0.455      0.246     -0.046     -0.127      0.064      0.116
OGLE-LMC-CEP-2180    0.4129283     16.207      0.458      0.241     15.510      0.457      0.242     -0.062     -0.144      0.060      0.111
OGLE-LMC-CEP-2181    0.6290591     15.851      0.393      0.161     15.046      0.392      0.161      0.075      0.071     -0.097     -0.050
OGLE-LMC-CEP-2184    0.6197691     15.811      0.426      0.192     15.034      0.422      0.199      0.078      0.028     -0.101     -0.018
OGLE-LMC-CEP-2185    0.5397580     15.914      0.432      0.221     15.159      0.420      0.221      0.039     -0.049     -0.003      0.065
OGLE-LMC-CEP-2186    0.2322958     16.914      0.404      0.234     16.242      0.409      0.224     -0.159     -0.148      0.142      0.083
OGLE-LMC-CEP-2188    0.4552900     16.082      0.477      0.268     15.369      0.480      0.267     -0.048     -0.164      0.053      0.138
OGLE-LMC-CEP-2189    1.0410472     14.293      0.098      0.036     13.533      0.122      0.042     -0.440      0.158      0.483     -0.182
OGLE-LMC-CEP-2191    0.6239757     15.547      0.495      0.267     14.836      0.465      0.254      0.083     -0.029     -0.010      0.111
OGLE-LMC-CEP-2193    0.4893951     16.011      0.360      0.152     15.317      0.359      0.171      0.009     -0.010      0.021     -0.012
OGLE-LMC-CEP-2194    0.7393708     15.147      0.438      0.191     14.400      0.429      0.195      0.115      0.010     -0.099      0.009
OGLE-LMC-CEP-2197    0.5350864     15.874      0.417      0.233     15.179      0.420      0.226      0.030     -0.065     -0.028      0.060
OGLE-LMC-CEP-2198    0.8507421     15.203      0.274      0.055     14.324      0.272      0.037      0.093      0.177     -0.117     -0.234
OGLE-LMC-CEP-2200    0.8050327     15.235      0.145      0.022     14.472      0.137      0.016     -0.175      0.198      0.196     -0.272
OGLE-LMC-CEP-2202    0.5436066     16.048      0.438      0.211     15.255      0.433      0.212      0.000     -0.046     -0.034      0.028
OGLE-LMC-CEP-2204    0.8779533     14.838      0.339      0.205     14.046      0.339      0.218      0.213      0.078     -0.182     -0.037
OGLE-LMC-CEP-2205    0.7776227     15.421      0.436      0.166     14.593      0.425      0.162      0.171      0.041     -0.184     -0.047
OGLE-LMC-CEP-2208    0.5524234     15.067      0.400      0.207     14.134      0.391      0.184      0.047      0.037     -0.016     -0.015
OGLE-LMC-CEP-2209    0.9628172     15.001      0.121      0.010     14.106      0.134      0.009     -0.614      0.266      0.535     -0.231
OGLE-LMC-CEP-2211    0.9700966     14.753      0.164      0.156     13.937      0.167      0.159     -0.486      0.220      0.502     -0.198
OGLE-LMC-CEP-2212    0.5137253     17.071      0.255      0.067     15.980      0.266      0.074     -0.137      0.095      0.123     -0.147
OGLE-LMC-CEP-2214    0.5559475     16.097      0.406      0.171     15.313      0.388      0.173      0.012      0.007     -0.059     -0.036
OGLE-LMC-CEP-2215    0.5106605     16.136      0.432      0.227     15.365      0.427      0.227      0.014     -0.054      0.003      0.073
OGLE-LMC-CEP-2216    0.5034536     16.242      0.454      0.226     15.418      0.442      0.244      0.012     -0.097     -0.020      0.077
OGLE-LMC-CEP-2218    0.3150530     16.695      0.399      0.178     15.978      0.385      0.170     -0.120     -0.053      0.127      0.051
OGLE-LMC-CEP-2224    0.7275382     15.577      0.378      0.111     14.728      0.384      0.138      0.095      0.107     -0.159     -0.103
OGLE-LMC-CEP-2225    0.8465887     15.206      0.354      0.177     14.382      0.341      0.176      0.264      0.136     -0.273     -0.092
OGLE-LMC-CEP-2226    0.6680901     15.727      0.438      0.205     14.901      0.433      0.206      0.110      0.003     -0.077      0.038
OGLE-LMC-CEP-2228    0.5376002     16.153      0.404      0.207     15.320      0.405      0.208      0.005     -0.074     -0.037      0.028
OGLE-LMC-CEP-2229    0.6879341     15.493      0.433      0.199     14.738      0.425      0.190      0.103     -0.003     -0.114     -0.004
OGLE-LMC-CEP-2230    0.4956301     16.737      0.341      0.167     15.784      0.361      0.150     -0.136     -0.104      0.035     -0.024
OGLE-LMC-CEP-2231    0.4636423     17.036      0.429      0.235     16.004      0.434      0.229     -0.016     -0.102      0.031      0.079
OGLE-LMC-CEP-2232    0.6063685     16.051      0.485      0.232     15.231      0.452      0.235      0.055     -0.054     -0.093      0.027
OGLE-LMC-CEP-2234    0.6666492     15.582      0.446      0.209     14.829      0.445      0.208      0.140      0.026     -0.126      0.013
OGLE-LMC-CEP-2236    0.4789844     16.422      0.425      0.216     15.592      0.438      0.203     -0.025     -0.050      0.016      0.057
OGLE-LMC-CEP-2242    0.6879837     15.991      0.295      0.091     15.032      0.313      0.084      0.088      0.170     -0.084     -0.169
OGLE-LMC-CEP-2243    0.6368181     15.616      0.465      0.221     14.857      0.460      0.249      0.125     -0.042     -0.034      0.085
OGLE-LMC-CEP-2244    0.6260297     15.712      0.468      0.222     14.960      0.459      0.234      0.091     -0.004     -0.127      0.006
OGLE-LMC-CEP-2246    0.7442946     15.226      0.437      0.189     14.463      0.431      0.194      0.126      0.023     -0.118     -0.012
OGLE-LMC-CEP-2247    0.4614127     16.364      0.267      0.092     15.575      0.263      0.069     -0.218     -0.021      0.156     -0.132
OGLE-LMC-CEP-2249    0.7764469     15.183      0.421      0.170     14.373      0.410      0.169      0.090     -0.014     -0.066     -0.008
OGLE-LMC-CEP-2250    0.6843408     15.743      0.452      0.215     14.885      0.449      0.220      0.110      0.025     -0.142     -0.014
OGLE-LMC-CEP-2252    0.9789681     15.056      0.238      0.208     14.081      0.141      0.047     -0.757      0.173      0.504     -0.172
OGLE-LMC-CEP-2255    0.5326097     15.654      0.377      0.168     15.064      0.363      0.169      0.036      0.019      0.021      0.012
OGLE-LMC-CEP-2256    0.6663521     15.681      0.432      0.198     14.889      0.419      0.177      0.098      0.011     -0.142     -0.040
OGLE-LMC-CEP-2259    0.3833435     16.184      0.466      0.249     15.515      0.475      0.265     -0.045     -0.126      0.102      0.145
OGLE-LMC-CEP-2262    0.8926052     15.040      0.318      0.152     14.210      0.321      0.137      0.263      0.224     -0.262     -0.129
OGLE-LMC-CEP-2264    0.5889311     16.090      0.267      0.072     15.243      0.275      0.085     -0.071      0.068      0.058     -0.131
OGLE-LMC-CEP-2265    0.6654118     15.530      0.412      0.205     14.805      0.406      0.197      0.107      0.016     -0.091     -0.005
OGLE-LMC-CEP-2267    0.5194344     15.995      0.412      0.225     15.254      0.407      0.218     -0.007     -0.085      0.021      0.046
OGLE-LMC-CEP-2268    0.4921264     16.020      0.403      0.222     15.277      0.410      0.193      0.041     -0.027     -0.009      0.050
OGLE-LMC-CEP-2269    0.8437052     15.155      0.323      0.104     14.338      0.318      0.112      0.206      0.158     -0.195     -0.125
OGLE-LMC-CEP-2270    0.5086791     16.005      0.495      0.328     15.273      0.463      0.280     -0.069     -0.149      0.099      0.190
OGLE-LMC-CEP-2272    0.5201160     16.036      0.438      0.245     15.296      0.441      0.247      0.032     -0.064     -0.027      0.068
OGLE-LMC-CEP-2273    0.5289813     15.916      0.412      0.205     15.175      0.394      0.200     -0.010     -0.056      0.019      0.026
OGLE-LMC-CEP-2278    0.4627589     16.282      0.435      0.223     15.522      0.440      0.228     -0.055     -0.108      0.023      0.082
OGLE-LMC-CEP-2279    0.6162278     15.645      0.359      0.157     14.869      0.359      0.149      0.069      0.066     -0.055     -0.065
OGLE-LMC-CEP-2280    0.4021676     16.363      0.516      0.280     15.631      0.499      0.276     -0.042     -0.131      0.048      0.144
OGLE-LMC-CEP-2281    0.5761836     15.798      0.419      0.201     15.086      0.408      0.205      0.038     -0.055     -0.042      0.024
OGLE-LMC-CEP-2283    0.2489869     16.849      0.471      0.332     16.190      0.490      0.343     -0.124     -0.157      0.130      0.167
OGLE-LMC-CEP-2284    0.5605966     16.488      0.413      0.254     15.555      0.438      0.244      0.026     -0.079      0.022      0.095
OGLE-LMC-CEP-2286    0.9645402     14.806      0.144      0.204     14.040      0.082      0.022      0.488      0.792      0.191     -0.206
OGLE-LMC-CEP-2287    0.6058208     16.237      0.394      0.159     15.312      0.401      0.175      0.066      0.050     -0.061     -0.039
OGLE-LMC-CEP-2288    0.4729238     16.213      0.417      0.215     15.468      0.411      0.205     -0.026     -0.074      0.019      0.047
OGLE-LMC-CEP-2289    0.5696894     15.945      0.417      0.209     15.165      0.407      0.210      0.026     -0.051     -0.014      0.037
OGLE-LMC-CEP-2290    0.5178440     16.157      0.390      0.157     15.355      0.387      0.166     -0.072     -0.055      0.003     -0.016
OGLE-LMC-CEP-2292    0.4744615     16.261      0.474      0.255     15.487      0.468      0.249     -0.032     -0.084      0.008      0.078
OGLE-LMC-CEP-2294    0.6733244     16.478      0.305      0.236     15.421      0.261      0.069     -0.047      0.095     -0.081     -0.182
OGLE-LMC-CEP-2295    0.4641274     16.047      0.436      0.195     15.384      0.428      0.211      0.010     -0.078     -0.029      0.036
OGLE-LMC-CEP-2296    0.7155975     15.393      0.428      0.182     14.631      0.429      0.197      0.148      0.009     -0.124     -0.005
OGLE-LMC-CEP-2298    0.5769819     15.741      0.381      0.183     14.995      0.382      0.180      0.039     -0.027     -0.035     -0.002
OGLE-LMC-CEP-2300    0.4687252     15.898      0.441      0.236     15.268      0.428      0.225     -0.015     -0.068      0.030      0.070
OGLE-LMC-CEP-2301    0.6331125     15.801      0.308      0.089     15.047      0.314      0.085     -0.086      0.070      0.048     -0.114
OGLE-LMC-CEP-2302    0.4578889     16.076      0.477      0.258     15.370      0.500      0.286     -0.015     -0.123      0.081      0.174
OGLE-LMC-CEP-2304    0.5379832     15.802      0.475      0.281     15.097      0.465      0.270      0.059     -0.053      0.005      0.123
OGLE-LMC-CEP-2305    0.6935358     15.917      0.414      0.168     15.018      0.410      0.166      0.134      0.049     -0.122     -0.041
OGLE-LMC-CEP-2307    1.1519858     15.100      0.127      0.150     13.981      0.117      0.149     -0.118      0.118      0.045     -0.190
OGLE-LMC-CEP-2308    0.7587082     15.418      0.444      0.149     14.607      0.423      0.148      0.212      0.092     -0.227     -0.072
OGLE-LMC-CEP-2309    0.5242438     16.026      0.440      0.231     15.268      0.443      0.241      0.018     -0.059     -0.005      0.078
OGLE-LMC-CEP-2312    0.4364420     16.319      0.405      0.146     15.585      0.383      0.160     -0.084     -0.029      0.041     -0.012
OGLE-LMC-CEP-2313    0.5165218     16.379      0.391      0.158     15.472      0.391      0.176      0.050      0.027     -0.017     -0.010
OGLE-LMC-CEP-2314    0.6679157     15.648      0.455      0.189     14.877      0.437      0.190      0.133      0.058     -0.148     -0.036
OGLE-LMC-CEP-2316    0.6356461     15.647      0.424      0.189     14.918      0.420      0.196      0.057     -0.008     -0.112     -0.025
OGLE-LMC-CEP-2317    0.6037884     15.790      0.376      0.153     15.031      0.377      0.151     -0.011      0.015     -0.052     -0.056
OGLE-LMC-CEP-2318    0.6499602     15.388      0.502      0.223     14.749      0.435      0.200      0.058     -0.024     -0.123      0.003
OGLE-LMC-CEP-2321    0.3247101     16.569      0.427      0.207     15.854      0.425      0.197     -0.163     -0.127      0.111      0.067
OGLE-LMC-CEP-2322    0.4435854     16.321      0.380      0.123     15.572      0.354      0.120     -0.146     -0.044      0.118     -0.022
OGLE-LMC-CEP-2325    0.9669821     14.760      0.142      0.170     13.934      0.159      0.157     -0.509      0.164      0.521     -0.155
OGLE-LMC-CEP-2327    0.4907916     15.976      0.435      0.235     15.312      0.427      0.233     -0.004     -0.081      0.017      0.073
OGLE-LMC-CEP-2329    0.7557024     15.022      0.402      0.166     14.293      0.402      0.162      0.060     -0.013     -0.019      0.005
